Размер,Категория,Бренд,Материал сумок,Цвет,Длина ручки,Наличие пыльника,Состояние товара,Цена,Модель,Винтаж,Наличие коробки,Наличие сертификата
INT M,Клатчи и вечерние сумки,VALENTINO,Кожа,Синий,Средние ручки,1,Отличное состояние,37000,Ordinary,0,0,0
INT U,Сумки тоут,MC2 SAINT BARTH,Хлопок,Розовый,Длинный ремень,0,Новое с биркой,22900,Ordinary,0,0,0
INT S,Сумки через плечо,VALENTINO,Кожа,Фиолетовый,Длинный ремень,0,Отличное состояние,36000,Ordinary,0,0,0
INT M,Сумки через плечо,BOTTEGA VENETA,Кожа,Черный,Длинный ремень,1,Отличное состояние,110000,Ordinary,0,0,0
INT U,Сумки тоут,MC2 SAINT BARTH,Хлопок,Синий,Короткие ручки,0,Новое с биркой,25800,Ordinary,0,0,0
INT U,Сумки тоут,MC2 SAINT BARTH,Синтетика,Желтый,Короткие ручки,0,Новое с биркой,22900,Ordinary,0,0,0
INT M,Сумки тоут,FENDI,Кожа,Черный,Длинный ремень,1,Отличное состояние,245000,Peekaboo,0,0,0
INT L,Сумки с короткими ручками,HERMES PRE-OWNED,Другое,Мульти,Короткие ручки,1,Новое с биркой,420000,Ordinary,0,1,0
INT U,Сумки тоут,MC2 SAINT BARTH,Другое,Бежевый,Короткие ручки,0,Новое с биркой,29900,Ordinary,0,0,0
INT XS,Сумки через плечо,HERMES PRE-OWNED,Кожа,Оранжевый,Длинный ремень,1,Новое с биркой,358000,Ordinary,0,1,0
INT L,Сумки с короткими ручками,HERMES PRE-OWNED,Кожа,Синий,Короткие ручки,1,Отличное состояние,850000,Birkin,0,0,0
INT U,Сумки тоут,MC2 SAINT BARTH,Синтетика,Оранжевый,Короткие ручки,0,Новое с биркой,25800,Ordinary,0,0,0
INT S,Сумки с короткими ручками,HERMES PRE-OWNED,Кожа,Белый,Длинный ремень,0,Новое с биркой,870000,Ordinary,0,0,0
INT S,Сумки через плечо,MICHAEL KORS,Кожа,Темно-синий,Длинный ремень,0,Новое с биркой,27500,Ordinary,0,0,0
INT U,Сумки через плечо,MC2 SAINT BARTH,Другое,Фуксия,Длинный ремень,0,Новое с биркой,21200,Ordinary,0,0,0
INT U,Сумки с короткими ручками,MC2 SAINT BARTH,Другое,Зеленый,Длинный ремень,0,Новое с биркой,21200,Ordinary,0,0,0
INT XS,Сумки с короткими ручками,HERMES PRE-OWNED,Кожа,Коричневый,Короткие ручки,1,Новое с биркой,445000,Ordinary,0,1,0
INT M,Сумки тоут,LOUIS VUITTON PRE-OWNED,Ткань,Розовый,Средние ручки,1,Отличное состояние,81000,Ordinary,1,0,0
INT U,Сумки с короткими ручками,MC2 SAINT BARTH,Другое,Мульти,Короткие ручки,0,Новое с биркой,21200,Ordinary,0,0,0
INT U,Сумки с короткими ручками,HERMES PRE-OWNED,Кожа,Красный,Длинный ремень,1,Новое с биркой,327000,Ordinary,0,1,1
INT U,Сумки через плечо,COMME DES GARÇONS,Кожа,Другое,Средние ручки,0,Новое с биркой,48100,Ordinary,0,0,0
INT U,Сумки тоут,MC2 SAINT BARTH,Хлопок,Другое,Длинный ремень,0,Новое с биркой,25800,Ordinary,0,0,0
INT U,Поясные сумки,LOUIS VUITTON PRE-OWNED,Другое,Мульти,Длинный ремень,0,Новое с биркой,340000,Ordinary,0,0,0
INT S,Сумки через плечо,SAINT LAURENT,Кожа,Серый,Длинный ремень,0,Хорошее состояние,125000,Ordinary,0,0,0
INT U,Сумки тоут,MC2 SAINT BARTH,Синтетика,Салатовый,Средние ручки,0,Новое с биркой,26800,Ordinary,0,0,0
INT U,Сумки через плечо,LANCASTER,Кожа,Синий,Средние ручки,0,Новое с биркой,33800,Ordinary,0,0,0
INT S,Сумки с короткими ручками,HERMES PRE-OWNED,Другое,Темно-синий,Короткие ручки,1,Новое с биркой,565000,Ordinary,0,1,0
INT M,Сумки через плечо,GUCCI,Кожа,Бежевый,Длинный ремень,1,Отличное состояние,81500,Ordinary,0,0,0
INT U,Сумки через плечо,LANCASTER,Кожа,Золотой,Средние ручки,0,Новое с биркой,36800,Ordinary,0,0,0
INT XS,Сумки через плечо,SAINT LAURENT,Кожа,Черный,Длинный ремень,1,Хорошее состояние,76500,Ordinary,0,0,0
INT S,Сумки через плечо,MIU MIU,Другое,Другое,Короткие ручки,0,Новое с биркой,225000,Ordinary,0,0,0
INT S,Сумки через плечо,FENDI,Другое,Бежевый,Длинный ремень,0,Отличное состояние,51000,Ordinary,1,0,0
INT S,Клатчи и вечерние сумки,ALEXANDER MCQUEEN,Другое,Розовый,Короткие ручки,0,Отличное состояние,407000,Ordinary,0,0,0
INT M,Сумки с короткими ручками,CELINE PRE-OWNED,Кожа,Горчичный,Короткие ручки,0,Отличное состояние,225000,Ordinary,0,0,0
INT S,Сумки с короткими ручками,BALENCIAGA,Кожа,Другое,Длинный ремень,0,Новое с биркой,200000,Ordinary,0,0,0
INT XL,Сумки тоут,BALENCIAGA,Кожа,Бежевый,Средние ручки,1,Новое с биркой,87500,Ordinary,0,0,0
INT M,Сумки с короткими ручками,MULBERRY,Кожа,Зеленый,Короткие ручки,0,Отличное состояние,55000,Ordinary,0,0,0
INT S,Сумки с короткими ручками,CHRISTIAN DIOR PRE-OWNED,Кожа,Розовый,Длинный ремень,1,Новое с биркой,160000,Ordinary,0,1,0
INT M,Сумки тоут,LOUIS VUITTON PRE-OWNED,Кожа,Коричневый,Короткие ручки,0,Хорошее состояние,37000,Ordinary,1,0,0
INT M,Сумки через плечо,SEE BY CHLOE,Кожа,Коралловый,Длинный ремень,1,Отличное состояние,25000,Ordinary,0,0,0
INT U,Сумки через плечо,RED VALENTINO,Кожа,Бордовый,Длинный ремень,0,Отличное состояние,17000,Ordinary,0,0,0
INT S,Сумки с короткими ручками,LOUIS VUITTON PRE-OWNED,Кожа,Коричневый,Короткие ручки,0,Хорошее состояние,65000,Ordinary,0,0,0
INT M,Сумки через плечо,BVLGARI,Кожа,Черный,Средние ручки,1,Хорошее состояние,45000,Ordinary,1,0,0
INT U,Сумки тоут,MARC JACOBS,Кожа,Черный,Длинный ремень,0,Новое с биркой,62000,Ordinary,0,0,0
INT S,Сумки с короткими ручками,CHRISTIAN DIOR PRE-OWNED,Экзотическая кожа,Черный,Короткие ручки,0,Отличное состояние,430000,Lady,0,0,0
INT M,Сумки с короткими ручками,HERMES PRE-OWNED,Кожа,Голубой,Короткие ручки,0,Отличное состояние,445000,Kelly,0,0,0
INT S,Сумки с короткими ручками,VALENTINO,Кожа,Черный,Короткие ручки,0,Отличное состояние,200000,Ordinary,0,0,0
INT L,Сумки через плечо,VERSACE,Кожа,Черный,Средние ручки,0,Новое с биркой,70000,Ordinary,0,0,0
INT M,Сумки через плечо,GUCCI,Другое,Синий,Длинный ремень,0,Хорошее состояние,70000,Ordinary,0,0,0
INT XS,Сумки с короткими ручками,MIU MIU,Другое,Другое,Короткие ручки,0,Новое с биркой,90000,Ordinary,0,0,0
INT XS,Клатчи и вечерние сумки,LANVIN,Другое,Черный,Короткие ручки,0,Хорошее состояние,16000,Ordinary,0,0,0
INT M,Сумки тоут,CHRISTIAN DIOR PRE-OWNED,Деним,Темно-синий,Средние ручки,1,Хорошее состояние,49000,Ordinary,0,0,0
INT S,Пляжные сумки,DOLCE&GABBANA,Плетение,Другое,Короткие ручки,1,Новое с биркой,93750,Ordinary,0,0,0
INT M,Сумки тоут,MAX MARA,Кожа,Белый,Длинный ремень,0,Отличное состояние,37000,Ordinary,0,0,0
INT U,Сумки через плечо,DOLCE&GABBANA,Кожа,Черный,Длинный ремень,0,Новое с биркой,78800,Ordinary,0,0,0
INT U,Рюкзаки,MARC JACOBS,Кожа,Фуксия,Длинный ремень,0,Новое с биркой,46800,Ordinary,0,0,0
INT S,Сумки через плечо,VERSACE,Кожа,Белый,Длинный ремень,0,Хорошее состояние,47500,Ordinary,0,0,0
INT XS,Поясные сумки,DOLCE & GABBANA VINTAGE,Кожа,Фуксия,Длинный ремень,0,Отличное состояние,18000,Ordinary,0,0,0
INT U,Сумки через плечо,SALVATORE FERRAGAMO,Кожа,Бордовый,Длинный ремень,0,Новое с биркой,69900,Ordinary,0,0,0
INT M,Сумки тоут,CELINE PRE-OWNED,Кожа,Черный,Короткие ручки,1,Отличное состояние,155000,Ordinary,0,0,1
INT S,Сумки с короткими ручками,MIU MIU,Кожа,Черный,Короткие ручки,1,Новое с биркой,195000,Ordinary,0,0,0
INT U,Сумки через плечо,SALVATORE FERRAGAMO,Кожа,Красный,Длинный ремень,0,Новое с биркой,64800,Ordinary,0,0,0
INT S,Сумки через плечо,EERA,Другое,Белый,Длинный ремень,0,Новое с биркой,72000,Ordinary,0,0,0
INT S,Сумки с короткими ручками,CHRISTIAN DIOR PRE-OWNED,Кожа,Черный,Длинный ремень,0,Отличное состояние,395000,Lady,0,0,0
INT U,Сумки через плечо,SALVATORE FERRAGAMO,Кожа,Розовый,Длинный ремень,0,Новое с биркой,69900,Ordinary,0,0,0
INT U,Сумки через плечо,MIU MIU,Плетение,Голубой,Короткие ручки,0,Новое с биркой,203823,Ordinary,0,0,0
INT M,Сумки с короткими ручками,CHANEL PRE-OWNED,Мех,Черный,Короткие ручки,0,Отличное состояние,569000,Ordinary,0,0,0
INT XS,Клатчи и вечерние сумки,CHANEL PRE-OWNED,Хлопок,Черный,Длинный ремень,0,Отличное состояние,230000,Classic,0,0,0
INT U,Сумки через плечо,MIU MIU,Другое,Коралловый,Длинный ремень,0,Новое с биркой,154412,Ordinary,0,0,0
INT M,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Черный,Длинный ремень,0,Отличное состояние,380000,Ordinary,0,0,0
INT S,Клатчи и вечерние сумки,VALENTINO,Кожа,Мульти,Короткие ручки,0,Отличное состояние,32800,Ordinary,0,0,0
INT U,Рюкзаки,MARC JACOBS,Кожа,Черный,Длинный ремень,0,Новое с биркой,66800,Ordinary,0,0,0
INT U,Сумки тоут,BOTTEGA VENETA,Кожа,Бордовый,Короткие ручки,0,Новое с биркой,239000,Ordinary,0,0,0
INT S,Поясные сумки,GUCCI,Бархат,Черный,Длинный ремень,0,Отличное состояние,49500,Ordinary,0,0,0
INT U,Сумки через плечо,SALVATORE FERRAGAMO,Кожа,Белый,Длинный ремень,0,Новое с биркой,95000,Ordinary,0,0,0
INT U,Сумки тоут,SALVATORE FERRAGAMO,Кожа,Мульти,Короткие ручки,0,Новое с биркой,90000,Ordinary,0,0,0
INT U,Сумки через плечо,LOEWE,Кожа,Серый,Длинный ремень,1,Новое с биркой,285000,Ordinary,0,1,0
INT S,Сумки с короткими ручками,HERMES PRE-OWNED,Кожа,Фуксия,Средние ручки,1,Отличное состояние,495000,Ordinary,0,1,0
INT U,Сумки через плечо,SALVATORE FERRAGAMO,Кожа,Белый,Средние ручки,0,Новое с биркой,135000,Ordinary,0,0,0
INT S,Клатчи и вечерние сумки,FENDI,Мех,Другое,Короткие ручки,0,Отличное состояние,300000,Ordinary,1,0,0
INT XS,Сумки через плечо,GUCCI,Деним,Бежевый,Длинный ремень,1,Отличное состояние,313340,Ordinary,0,0,0
INT U,Сумки через плечо,SALVATORE FERRAGAMO,Кожа,Бежевый,Средние ручки,0,Новое с биркой,135000,Ordinary,0,0,0
INT M,Сумки через плечо,GUCCI,Деним,Голубой,Длинный ремень,1,Отличное состояние,163340,Ordinary,0,0,0
INT S,Сумки через плечо,CHANEL PRE-OWNED,Деним,Темно-синий,Длинный ремень,0,Хорошее состояние,160000,Ordinary,0,0,0
INT U,Сумки тоут,VERSACE,Другое,Фуксия,Короткие ручки,0,Новое с биркой,64800,Ordinary,0,0,0
INT U,Сумки через плечо,DOLCE&GABBANA,Кожа,Розовый,Длинный ремень,0,Новое с биркой,109500,Ordinary,0,0,0
INT M,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Белый,Длинный ремень,1,Хорошее состояние,199000,Classic,0,0,0
INT XS,Сумки через плечо,DIESEL,Кожа,Черный,Длинный ремень,0,Новое с биркой,43000,Ordinary,0,0,0
INT U,Сумки через плечо,DOLCE&GABBANA,Кожа,Розовый,Длинный ремень,0,Новое с биркой,139900,Ordinary,0,0,0
INT S,Сумки через плечо,GUCCI,Кожа,Белый,Длинный ремень,0,Отличное состояние,205000,Ordinary,0,0,0
INT S,Сумки с короткими ручками,GUCCI,Кожа,Бежевый,Короткие ручки,0,Хорошее состояние,33500,Ordinary,0,0,0
INT U,Сумки через плечо,DOLCE&GABBANA,Кожа,Голубой,Короткие ручки,0,Новое с биркой,98800,Ordinary,0,0,0
INT S,Сумки через плечо,BURBERRY,Кожа,Коричневый,Длинный ремень,0,Новое с биркой,95000,Ordinary,0,0,0
INT M,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Черный,Длинный ремень,1,Отличное состояние,220000,Boy,0,1,1
INT U,Сумки с короткими ручками,DOLCE&GABBANA,Кожа,Розовый,Короткие ручки,0,Новое с биркой,112500,Ordinary,0,0,0
INT U,Рюкзаки,MONCLER,Кожа,Бежевый,Длинный ремень,0,Новое с биркой,44800,Ordinary,0,0,0
INT M,Сумки через плечо,BALMAIN,Кожа,Бордовый,Длинный ремень,0,Отличное состояние,88000,Ordinary,0,0,0
INT S,Клатчи и вечерние сумки,BALENCIAGA,Кожа,Антрацит,Длинный ремень,0,Отличное состояние,235000,Ordinary,0,0,0
INT U,Сумки с короткими ручками,DOLCE&GABBANA,Кожа,Бордовый,Длинный ремень,0,Новое с биркой,136500,Ordinary,0,0,0
INT XL,Сумки тоут,CALVIN KLEIN,Искусственная кожа,Черный,Средние ручки,0,Новое с биркой,14900,Ordinary,0,0,0
INT S,Клатчи и вечерние сумки,DOLCE&GABBANA,Кожа,Черный,Длинный ремень,1,Отличное состояние,60000,Ordinary,0,0,0
INT U,Сумки через плечо,DOLCE&GABBANA,Кожа,Красный,Длинный ремень,0,Новое с биркой,116800,Ordinary,0,0,0
INT S,Сумки через плечо,MARC JACOBS,Кожа,Черный,Длинный ремень,0,Отличное состояние,23500,Ordinary,0,0,0
INT S,Сумки через плечо,PINKO,Кожа,Другое,Длинный ремень,1,Новое с биркой,30500,Ordinary,0,1,0
INT U,Сумки через плечо,VALENTINO,Другое,Черный,Средние ручки,0,Новое с биркой,161530,Ordinary,0,0,0
INT U,Сумки тоут,MIU MIU,Другое,Голубой,Средние ручки,0,Новое с биркой,154500,Ordinary,0,0,0
INT S,Сумки тоут,FURLA,Кожа,Бежевый,Средние ручки,0,Отличное состояние,19500,Ordinary,0,0,0
INT M,Сумки через плечо,GOYARD,Искусственная кожа,Коричневый,Длинный ремень,0,Отличное состояние,213340,Ordinary,0,0,0
INT U,Сумки тоут,MIU MIU,Другое,Темно-синий,Длинный ремень,0,Новое с биркой,203900,Ordinary,0,0,0
INT U,Сумки с короткими ручками,THE VOLON,Кожа,Зеленый,Средние ручки,0,Отличное состояние,44000,Ordinary,0,0,0
INT U,Дорожные и спортивные сумки,JORDAN,Другое,Другое,Длинный ремень,0,Новое с биркой,21990,Ordinary,0,0,0
INT U,Сумки тоут,MIU MIU,Плетение,Бежевый,Средние ручки,0,Новое с биркой,142100,Ordinary,0,0,0
INT M,Сумки через плечо,MICHAEL KORS,Кожа,Темно-синий,Длинный ремень,1,Отличное состояние,30000,Ordinary,0,0,0
INT M,Рюкзаки,TWIN-SET,Синтетика,Бежевый,Короткие ручки,0,Отличное состояние,10500,Ordinary,0,0,0
INT U,Сумки через плечо,MIU MIU,Ткань,Бежевый,Короткие ручки,0,Новое с биркой,80300,Ordinary,0,0,0
INT U,Сумки тоут,MIU MIU,Плетение,Мульти,Средние ручки,0,Новое с биркой,234800,Ordinary,0,0,0
INT S,Сумки через плечо,BOTTEGA VENETA,Замша,Салатовый,Средние ручки,0,Новое с биркой,210000,Ordinary,0,0,0
INT M,Сумки тоут,COCCINELLE,Кожа,Черный,Короткие ручки,1,Новое с биркой,44450,Ordinary,0,0,1
INT U,Сумки через плечо,MIU MIU,Ткань,Бежевый,Длинный ремень,0,Новое с биркой,197700,Ordinary,0,0,0
INT M,Сумки с короткими ручками,LOUIS VUITTON PRE-OWNED,Другое,Фиолетовый,Короткие ручки,0,Хорошее состояние,45000,Ordinary,0,0,0
INT XS,Сумки через плечо,GUCCI,Кожа,Бежевый,Длинный ремень,1,Отличное состояние,175000,Ordinary,0,0,1
INT U,Сумки тоут,MIU MIU,Плетение,Бежевый,Средние ручки,0,Новое с биркой,97600,Ordinary,0,0,0
INT M,Сумки с короткими ручками,PRADA,Лакированная кожа,Коричневый,Короткие ручки,0,Отличное состояние,200000,Ordinary,1,0,0
INT U,Сумки с короткими ручками,HERMES PRE-OWNED,Кожа,Оранжевый,Средние ручки,0,Хорошее состояние,725000,Birkin,0,0,0
INT U,Сумки через плечо,PRADA,Кожа,Белый,Средние ручки,0,Новое с биркой,307619,Ordinary,0,0,0
INT U,Сумки через плечо,PRADA,Кожа,Черный,Средние ручки,0,Новое с биркой,307619,Ordinary,0,0,0
INT L,Сумки тоут,LOVE MOSCHINO,Искусственная кожа,Черный,Средние ручки,0,Новое с биркой,22450,Ordinary,0,0,0
INT M,Сумки через плечо,MIU MIU,Кожа,Черный,Длинный ремень,0,Новое с биркой,180000,Ordinary,0,0,0
INT U,Сумки через плечо,MIU MIU,Кожа,Черный,Длинный ремень,0,Новое с биркой,153810,Ordinary,0,0,0
INT U,Сумки тоут,SAINT LAURENT,Кожа,Черный,Длинный ремень,0,Новое с биркой,230714,Ordinary,0,0,0
INT S,Сумки через плечо,MIU MIU,Кожа,Серый,Длинный ремень,0,Новое с биркой,209000,Ordinary,0,0,0
INT M,Сумки тоут,DKNY,Кожа,Черный,Длинный ремень,1,Отличное состояние,13000,Ordinary,0,0,0
INT U,Сумки через плечо,SAINT LAURENT,Другое,Бежевый,Длинный ремень,0,Новое с биркой,148750,Ordinary,0,0,0
INT M,Сумки с короткими ручками,BALENCIAGA,Кожа,Коричневый,Длинный ремень,0,Отличное состояние,155000,Ordinary,0,0,0
INT S,Сумки с короткими ручками,PRADA,Другое,Черный,Короткие ручки,0,Отличное состояние,36000,Ordinary,0,0,0
INT U,Сумки через плечо,SAINT LAURENT,Кожа,Черный,Средние ручки,0,Новое с биркой,235714,Le 5 a 7,0,0,0
INT S,Сумки через плечо,MIU MIU,Кожа,Черный,Длинный ремень,0,Новое с биркой,152000,Ordinary,0,0,0
INT XS,Сумки тоут,MIU MIU,Ткань,Другое,Длинный ремень,0,Новое с биркой,259000,Ordinary,0,0,0
INT U,Сумки тоут,SAINT LAURENT,Другое,Бежевый,Длинный ремень,0,Новое с биркой,317262,Ordinary,0,0,0
INT M,Сумки тоут,LOUIS VUITTON PRE-OWNED,Другое,Бежевый,Средние ручки,0,Новое с биркой,196412,Ordinary,0,0,0
INT S,Сумки с короткими ручками,RALPH LAUREN,Кожа,Черный,Длинный ремень,0,Хорошее состояние,12100,Ordinary,0,0,0
INT S,Сумки через плечо,COACH,Кожа,Коричневый,Средние ручки,0,Новое с биркой,32000,Ordinary,0,0,0
INT U,Сумки тоут,SAINT LAURENT,Другое,Бежевый,Средние ручки,0,Новое с биркой,142500,Ordinary,0,0,0
INT XS,Клатчи и вечерние сумки,LOUIS VUITTON PRE-OWNED,Другое,Коричневый,Короткие ручки,0,Новое с биркой,90000,Ordinary,0,0,0
INT S,Сумки через плечо,FURLA,Кожа,Голубой,Средние ручки,0,Отличное состояние,15000,Ordinary,0,0,0
INT XS,Сумки с короткими ручками,CHANEL PRE-OWNED,Кожа,Белый,Короткие ручки,0,Новое с биркой,537000,WOC,0,0,0
INT S,Сумки через плечо,BOTTEGA VENETA,Замша,Зеленый,Длинный ремень,0,Хорошее состояние,180000,Ordinary,0,0,0
INT U,Сумки тоут,LOEWE,Кожа,Коричневый,Средние ручки,0,Хорошее состояние,29000,Ordinary,1,0,0
INT M,Сумки тоут,LOUIS VUITTON PRE-OWNED,Другое,Коричневый,Средние ручки,0,Новое с биркой,196412,Ordinary,0,0,0
INT M,Сумки тоут,LOUIS VUITTON PRE-OWNED,Другое,Коричневый,Средние ручки,0,Новое с биркой,196412,Ordinary,0,0,0
INT M,Рюкзаки,CHANEL PRE-OWNED,Кожа,Бордовый,Длинный ремень,1,Отличное состояние,200000,Ordinary,0,1,1
INT XS,Клатчи и вечерние сумки,BURBERRY,Кожа,Бежевый,Средние ручки,0,Хорошее состояние,20000,Ordinary,1,0,0
INT U,Поясные сумки,GUCCI,Кожа,Мульти,Длинный ремень,1,Новое с биркой,129990,Ordinary,0,0,1
INT S,Сумки через плечо,KARL LAGERFELD,Кожа,Черный,Средние ручки,0,Новое с биркой,23000,Ordinary,0,0,1
INT M,Сумки через плечо,COACH,Ткань,Бежевый,Средние ручки,1,Отличное состояние,11300,Ordinary,1,0,0
INT U,Сумки через плечо,GIVENCHY,Деним,Голубой,Средние ручки,0,Новое с биркой,273810,Ordinary,0,0,0
INT M,Сумки с короткими ручками,BURBERRY,Другое,Другое,Длинный ремень,0,Новое с биркой,170000,Ordinary,0,0,0
INT XS,Сумки с короткими ручками,DIESEL,Хлопок,Зеленый,Средние ручки,1,Новое с биркой,60000,Ordinary,0,1,0
INT S,Сумки через плечо,TOD'S,Кожа,Белый,Длинный ремень,0,Отличное состояние,55000,Ordinary,0,0,0
INT XS,Сумки через плечо,BOTTEGA VENETA,Кожа,Черный,Средние ручки,0,Отличное состояние,60000,Ordinary,0,0,0
INT M,Сумки тоут,JIMMY CHOO,Другое,Бежевый,Длинный ремень,0,Новое с биркой,155300,Ordinary,0,0,0
INT M,Сумки тоут,COCCINELLE,Кожа,Коричневый,Средние ручки,0,Отличное состояние,15000,Ordinary,0,0,0
INT S,Сумки через плечо,KARL LAGERFELD,Искусственная кожа,Голубой,Длинный ремень,1,Новое с биркой,21000,Ordinary,0,0,0
INT U,Сумки через плечо,GUCCI,Другое,Коричневый,Длинный ремень,0,Новое с биркой,131250,Ordinary,0,0,0
INT M,Сумки через плечо,LOVE MOSCHINO,Другое,Черный,Длинный ремень,1,Отличное состояние,13000,Ordinary,0,0,0
INT S,Сумки через плечо,MARC JACOBS,Лакированная кожа,Фуксия,Длинный ремень,0,Отличное состояние,35000,Ordinary,0,0,1
INT U,Сумки с короткими ручками,FENDI,Кожа,Серый,Короткие ручки,1,Новое с биркой,673900,Ordinary,0,0,1
INT U,Сумки с короткими ручками,FENDI,Кожа,Бежевый,Короткие ручки,1,Новое с биркой,673900,Ordinary,0,0,1
INT U,Сумки с короткими ручками,FENDI,Кожа,Коричневый,Короткие ручки,1,Новое с биркой,594900,Ordinary,0,0,1
INT U,Сумки с короткими ручками,FENDI,Кожа,Черный,Короткие ручки,1,Новое с биркой,509900,Ordinary,0,0,1
INT S,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Черный,Длинный ремень,1,Отличное состояние,850000,Coco Handle,0,0,0
INT S,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Черный,Длинный ремень,1,Отличное состояние,155000,Ordinary,0,0,0
INT M,Сумки с короткими ручками,MAX MARA,Кожа,Черный,Длинный ремень,0,Отличное состояние,39000,Ordinary,0,0,0
INT L,Сумки с короткими ручками,SALVATORE FERRAGAMO,Кожа,Черный,Средние ручки,1,Отличное состояние,45000,Ordinary,0,0,0
INT S,Сумки через плечо,HERMES PRE-OWNED,Кожа,Оранжевый,Длинный ремень,0,Новое с биркой,370000,Ordinary,0,0,0
INT S,Сумки через плечо,BALENCIAGA,Кожа,Другое,Длинный ремень,0,Новое с биркой,190000,Ordinary,0,0,0
INT M,Сумки через плечо,BALENCIAGA,Кожа,Другое,Длинный ремень,0,Новое с биркой,175000,Ordinary,0,0,0
INT M,Сумки через плечо,CELINE PRE-OWNED,Кожа,Другое,Длинный ремень,0,Новое с биркой,275000,Ordinary,0,0,0
INT M,Сумки с короткими ручками,BURBERRY,Другое,Другое,Длинный ремень,0,Новое с биркой,170000,Ordinary,0,0,0
INT XS,Сумки с короткими ручками,DIESEL,Хлопок,Зеленый,Средние ручки,1,Новое с биркой,60000,Ordinary,0,1,0
INT S,Сумки через плечо,TOD'S,Кожа,Белый,Длинный ремень,0,Отличное состояние,55000,Ordinary,0,0,0
INT XS,Сумки через плечо,BOTTEGA VENETA,Кожа,Черный,Средние ручки,0,Отличное состояние,60000,Ordinary,0,0,0
INT M,Сумки тоут,JIMMY CHOO,Другое,Бежевый,Длинный ремень,0,Новое с биркой,155300,Ordinary,0,0,0
INT M,Сумки тоут,COCCINELLE,Кожа,Коричневый,Средние ручки,0,Отличное состояние,15000,Ordinary,0,0,0
INT S,Сумки через плечо,KARL LAGERFELD,Искусственная кожа,Голубой,Длинный ремень,1,Новое с биркой,21000,Ordinary,0,0,0
INT U,Сумки через плечо,GUCCI,Другое,Коричневый,Длинный ремень,0,Новое с биркой,131250,Ordinary,0,0,0
INT M,Сумки через плечо,LOVE MOSCHINO,Другое,Черный,Длинный ремень,1,Отличное состояние,13000,Ordinary,0,0,0
INT S,Сумки через плечо,MARC JACOBS,Лакированная кожа,Фуксия,Длинный ремень,0,Отличное состояние,35000,Ordinary,0,0,1
INT U,Сумки с короткими ручками,FENDI,Кожа,Серый,Короткие ручки,1,Новое с биркой,673900,Ordinary,0,0,1
INT U,Сумки с короткими ручками,FENDI,Кожа,Бежевый,Короткие ручки,1,Новое с биркой,673900,Ordinary,0,0,1
INT U,Сумки с короткими ручками,FENDI,Кожа,Коричневый,Короткие ручки,1,Новое с биркой,594900,Ordinary,0,0,1
INT U,Сумки с короткими ручками,FENDI,Кожа,Черный,Короткие ручки,1,Новое с биркой,509900,Ordinary,0,0,1
INT S,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Черный,Длинный ремень,1,Отличное состояние,850000,Coco Handle,0,0,0
INT S,Сумки через плечо,CHANEL PRE-OWNED,Кожа,Черный,Длинный ремень,1,Отличное состояние,155000,Ordinary,0,0,0
INT M,Сумки с короткими ручками,MAX MARA,Кожа,Черный,Длинный ремень,0,Отличное состояние,39000,Ordinary,0,0,0
INT L,Сумки с короткими ручками,SALVATORE FERRAGAMO,Кожа,Черный,Средние ручки,1,Отличное состояние,45000,Ordinary,0,0,0
INT S,Сумки через плечо,HERMES PRE-OWNED,Кожа,Оранжевый,Длинный ремень,0,Новое с биркой,370000,Ordinary,0,0,0
INT S,Сумки через плечо,BALENCIAGA,Кожа,Другое,Длинный ремень,0,Новое с биркой,190000,Ordinary,0,0,0
INT M,Сумки через плечо,BALENCIAGA,Кожа,Другое,Длинный ремень,0,Новое с биркой,175000,Ordinary,0,0,0
INT M,Сумки через плечо,CELINE PRE-OWNED,Кожа,Другое,Длинный ремень,0,Новое с биркой,275000,Ordinary,0,0,0
INT S,Сумки с короткими ручками,GUCCI,Кожа,Другое,Средние ручки,0,Новое с биркой,190000,Ordinary,0,0,0
INT M,Сумки через плечо,STAUD,Другое,Черный,Средние ручки,0,Отличное состояние,32500,Ordinary,0,0,0
INT XS,Поясные сумки,HERMES PRE-OWNED,Кожа,Серый,Короткие ручки,0,Новое с биркой,345000,Ordinary,0,0,0
INT XS,Сумки с короткими ручками,MICHAEL KORS,Другое,Золотой,Короткие ручки,0,Отличное состояние,15000,Ordinary,0,0,0
INT M,Сумки с короткими ручками,CHRISTIAN DIOR PRE-OWNED,Экзотическая кожа,Другое,Короткие ручки,0,Отличное состояние,230360,Lady,0,0,0
INT M,Сумки через плечо,GUCCI,Лакированная кожа,Бежевый,Средние ручки,1,Хорошее состояние,190000,Ordinary,0,0,1
INT S,Сумки через плечо,HERMES PRE-OWNED,Кожа,Голубой,Длинный ремень,0,Новое с биркой,390000,Ordinary,0,0,0
INT M,Сумки через плечо,HERMES PRE-OWNED,Кожа,Красный,Длинный ремень,1,Отличное состояние,606670,Ordinary,0,0,0
